team1,team2,goals1,goals2,xg1,xg2,dominance_team1_xgshare,fv1,fv2,luck_match_pct,low_xg_goal_count,match_id,match_date,competition_id,season_id
West Ham United LFC,Reading WFC,0,0,2.1943350404,0.378024753,0.853043592902551,-2.1943350404,-0.378024753,41.38634834607821,0,3775649,2021-04-03,37,90
Germany Women's,Denmark Women's,0,0,2.486440614,0.45058912,0.8465833986003494,-2.486440614,-0.45058912,40.939073359264235,0,3835322,2022-07-08,53,106
Kerala Blasters,East Bengal,0,0,0.6355544452,0.451812963,0.5844891436024191,-0.6355544452,-0.451812963,14.455211790878057,0,3817902,2022-02-14,1238,108
Austria Women's,Northern Ireland,0,0,1.446459878,0.11248317000000001,0.9278465174566146,-1.446459878,-0.11248317000000001,46.111777045778524,0,3835328,2022-07-11,53,106
Osasuna,Barcelona,0,0,1.208227314,1.056926099,0.5333975646266745,-1.208227314,-1.056926099,6.261289297421061,0,3773665,2021-03-06,11,90
West Ham United LFC,Reading WFC,0,0,1.7958199910000001,1.0840650235,0.6235735044830555,-1.7958199910000001,-1.0840650235,19.816990875117174,0,3775602,2020-10-04,37,90
Chennaiyin,NorthEast United,0,0,1.2155934310999998,0.5919700443,0.6725038692381181,-1.2155934310999998,-0.5919700443,25.650985388909113,0,3813294,2021-11-29,1238,108
Manchester City WFC,Brighton & Hove Albion WFC,0,0,3.418926638,0.234217866,0.9358859564017947,-3.418926638,-0.234217866,46.57468716355651,0,3775629,2021-01-24,37,90
Celta Vigo,Barcelona,0,0,2.589303723,1.817078918,0.5876257088767883,-2.589303723,-1.817078918,14.911823555895761,0,303516,2020-06-27,11,42
Arsenal WFC,Bristol City WFC,0,0,1.7940624059999999,0.19094266000000001,0.9038074696782663,-1.7940624059999999,-0.19094266000000001,44.678483330306186,0,3775657,2020-10-04,37,90
Congo DR,Zambia,0,0,2.6822564570000003,0.096432803,0.9652955786067278,-2.6822564570000003,-0.096432803,48.2023940561624,0,3920395,2024-01-17,1267,107
Egypt,Ghana,0,0,1.20358015,0.425947081,0.7386069573451639,-1.20358015,-0.425947081,32.304997261711236,0,3920396,2024-01-18,1267,107
Paris Saint-Germain,AC Ajaccio,0,0,2.142041632,0.303128915,0.876029541018351,-2.142041632,-0.303128915,42.924299171604524,0,3837987,2023-05-13,7,235
Clermont Foot,Paris Saint-Germain,0,0,3.371821271,2.017880966,0.6256043697280044,-3.371821271,-2.017880966,20.077284591636353,0,3838017,2023-06-03,7,235
Chelsea FCW,Tottenham Hotspur Women,0,0,2.58507644,0.42880680299999996,0.857722821879069,-2.58507644,-0.42880680299999996,41.706109800760856,0,3775605,2021-01-31,37,90
Manchester City WFC,Reading WFC,0,0,2.544621324,0.226317153,0.9183247282902413,-2.544621324,-0.226317153,45.55302883644309,0,3775659,2020-10-18,37,90
Everton LFC,Birmingham City WFC,0,0,0.7526448792999999,0.462358038,0.6194593186430697,-0.7526448792999999,-0.462358038,19.284449365415345,0,3775653,2021-03-11,37,90
Reading WFC,Bristol City WFC,0,0,2.066280288,0.999011073,0.674089358776619,-2.066280288,-0.999011073,25.825857730875278,0,3775607,2021-03-08,37,90
Everton LFC,Tottenham Hotspur Women,0,0,2.703705038,0.634879629,0.8098356961632809,-2.703705038,-0.634879629,38.259081148333465,0,2275073,2020-02-12,37,42
Mali,South Africa,0,0,2.3419830654,1.3898648275999999,0.6275665923557512,-2.3419830654,-1.3898648275999999,20.327180240250428,0,3920391,2024-01-16,1267,107
West Ham United LFC,Everton LFC,0,0,2.006615321,0.895897484,0.691337284556786,-2.006615321,-0.895897484,27.67640178403681,0,3775635,2021-04-25,37,90
Croatia,Albania,0,0,1.858599932,1.325860005,0.5836468251351092,-1.858599932,-1.325860005,14.331753644979688,0,3930167,2024-06-19,55,282
Mali,Namibia,0,0,0.681213131,0.6561558239999999,0.5093681354372399,-0.681213131,-0.6561558239999999,1.8391679387636528,0,3920417,2024-01-24,1267,107
Spain Women's,Germany Women's,0,0,1.962515507,0.926449027,0.6793145031388607,-1.962515507,-0.926449027,26.39638964136858,0,4020077,2025-07-23,53,315
Manchester City WFC,West Ham United LFC,0,0,2.864882707,0.039904,0.9862626746728637,-2.864882707,-0.039904,49.30356660147902,0,3775651,2021-01-31,37,90
Spain Women's,Zambia Women's,0,0,3.775187021,0.4060642065,0.9028845232189531,-3.775187021,-0.4060642065,44.62193257921778,0,3893806,2023-07-26,72,107
ATK Mohun Bagan,NorthEast United,0,0,3.417170213,1.4177418212,0.7067698830565002,-3.417170213,-1.4177418212,29.255616009315833,0,3813306,2021-12-21,1238,108
Real Betis,Barcelona,0,0,1.395067719,0.987574601,0.585512859941143,-1.395067719,-0.987574601,14.604779124704267,0,3773631,2021-02-07,11,90
Germany Women's,Korea Republic Women's,0,0,1.317291036,1.0127225388,0.5653576658295099,-1.317291036,-1.0127225388,11.560410299489808,0,3893833,2023-08-03,72,107
Manchester City WFC,Everton LFC,0,0,2.5183509975000002,0.338383309,0.881548904205033,-2.5183509975000002,-0.338383309,43.2816491955268,0,2275078,2020-01-11,37,42
OGC Nice,Paris Saint-Germain,0,0,1.27304839,0.772360452,0.6223931195854291,-1.27304839,-0.772360452,19.66492169241108,0,3837938,2023-04-08,7,235
Bengaluru,Mumbai City,0,0,1.8377451456,0.9733054680000001,0.6537574018443137,-1.8377451456,-0.9733054680000001,23.519030363640862,0,3817849,2022-01-10,1238,108
Arsenal WFC,Brighton & Hove Albion WFC,0,0,2.3236310575,0.615871469,0.7904844566562409,-2.3236310575,-0.615871469,36.747649395282714,0,3775543,2020-10-11,37,90
Ghana,Mozambique,0,0,1.8431652509999998,1.5396220109,0.5448658482782494,-1.8431652509999998,-1.5396220109,8.234292609827413,0,3920410,2024-01-22,1267,107
England,Denmark,0,0,3.050196702,0.37552856700000004,0.8903798356516721,-3.050196702,-0.37552856700000004,43.84419098686705,0,3795221,2021-07-07,55,43
Birmingham City WFC,Everton LFC,0,0,1.997861647,0.989859761,0.6686907426008577,-1.997861647,-0.989859761,25.227019286185843,0,3775590,2021-02-07,37,90
Germany,Switzerland,0,0,1.541678225,0.28008559899999996,0.8462558124658425,-1.541678225,-0.28008559899999996,40.916210839003064,0,3930176,2024-06-23,55,282
Ukraine,North Macedonia,0,0,3.240517477,1.9846738297,0.62017202563375,-3.240517477,-1.9846738297,19.377208365847675,0,3788758,2021-06-17,55,43
Switzerland,Wales,0,0,1.559877515,0.575944251,0.7303406772192245,-1.559877515,-0.575944251,31.53879886524295,0,3788744,2021-06-12,55,43
Bayer Leverkusen,Darmstadt 98,0,0,1.951917007,0.7708953119999999,0.7168753400222883,-1.951917007,-0.7708953119999999,30.252866560529952,0,3895220,2024-02-03,9,281
Paris Saint-Germain,AS Monaco,0,0,2.5604435629999998,0.452816798,0.8497252995921915,-2.5604435629999998,-0.452816798,41.1574540336783,0,3837680,2022-08-28,7,235
Manchester United,Birmingham City WFC,0,0,3.20264501,0.03748088,0.9884322766236716,-3.20264501,-0.03748088,49.414844919075186,0,3775594,2021-01-24,37,90
Switzerland,Hungary,0,0,2.0957691709999997,1.102845594,0.6552114977809778,-2.0957691709999997,-1.102845594,23.688762835609054,0,3930159,2024-06-15,55,282
Bengaluru,Goa,0,0,1.1416075233,0.790208339,0.5909504863164411,-1.1416075233,-0.790208339,15.390542595769876,0,3813285,2021-12-11,1238,108
Paris Saint-Germain,Clermont Foot,0,0,2.611383092,0.264034323,0.9081753064363353,-2.611383092,-0.264034323,44.94455019240815,0,3837650,2022-08-06,7,235
Uruguay,United States,0,0,1.2715211382,0.470996951,0.7297032645346956,-1.2715211382,-0.470996951,31.478996422082446,0,3939990,2024-07-02,223,282
Netherlands Women's,Switzerland Women's,0,0,2.582251316,1.308064261,0.6637639710430103,-2.582251316,-1.308064261,24.672018697501557,0,3835339,2022-07-17,53,106
Barcelona,Leganés,0,0,1.594327035,0.756958526,0.678066101984624,-1.594327035,-0.756958526,26.260876552218786,0,303532,2020-06-16,11,42
Venezuela,Ecuador,0,0,1.585018539,0.7355915667,0.6830180283653843,-1.585018539,-0.7355915667,26.795490128333444,0,3939972,2024-06-23,223,282
